model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1b,2,4,14,pca,33.0
1b,2,4,14,pr,64.62743395904562
1b,2,4,14,2nn,11.892365630305756
1b,2,4,15,mle,15.14172497700493
1b,2,4,15,pca,35.0
1b,2,4,15,pr,66.61958069839794
1b,2,4,15,2nn,11.63848178590564
1b,64,1,0,mle,20.878866763270164
1b,64,1,0,pca,7.0
1b,64,1,0,pr,32.539737301753405
1b,64,1,0,2nn,35.751560284003695
1b,64,1,1,mle,22.473002396987894
1b,64,1,1,pca,5.0
1b,64,1,1,pr,20.784941928654472
1b,64,1,1,2nn,37.95873026911685
1b,64,1,2,mle,21.237429328540998
1b,64,1,2,pca,5.0
1b,64,1,2,pr,16.06927356660957
1b,64,1,2,2nn,33.40086152842225
1b,64,1,3,mle,20.21179531142345
1b,64,1,3,pca,5.0
1b,64,1,3,pr,13.39539915057564
1b,64,1,3,2nn,29.6407520865053
1b,64,1,4,mle,19.385096447656405
1b,64,1,4,pca,5.0
1b,64,1,4,pr,11.956152387397244
1b,64,1,4,2nn,27.514959534178267
1b,64,1,5,mle,18.563395990236636
1b,64,1,5,pca,5.0
1b,64,1,5,pr,10.71323424095533
1b,64,1,5,2nn,25.564384072063003
1b,64,1,6,mle,17.807218096293123
1b,64,1,6,pca,5.0
1b,64,1,6,pr,9.837226953733536
1b,64,1,6,2nn,24.385342432654337
1b,64,1,7,mle,17.103334559722636
1b,64,1,7,pca,5.0
1b,64,1,7,pr,9.202730020953302
1b,64,1,7,2nn,23.358781813800352
1b,64,1,8,mle,16.475273049569875
1b,64,1,8,pca,5.0
1b,64,1,8,pr,8.651547442921194
1b,64,1,8,2nn,22.48105459861354
1b,64,1,9,mle,15.87760645604627
1b,64,1,9,pca,5.0
1b,64,1,9,pr,8.105437158946462
1b,64,1,9,2nn,21.590511975931786
1b,64,1,10,mle,15.346268177583534
1b,64,1,10,pca,5.0
1b,64,1,10,pr,7.618366589920579
1b,64,1,10,2nn,20.985688234463083
1b,64,1,11,mle,14.92742179446377
1b,64,1,11,pca,5.0
1b,64,1,11,pr,7.16265369388611
1b,64,1,11,2nn,20.419248135926672
1b,64,1,12,mle,14.530952732984742
1b,64,1,12,pca,5.0
1b,64,1,12,pr,6.792093346682798
1b,64,1,12,2nn,19.893527233984543
1b,64,1,13,mle,14.157478466518665
1b,64,1,13,pca,5.0
1b,64,1,13,pr,6.430749985698488
1b,64,1,13,2nn,19.451983075942646
1b,64,1,14,mle,13.856877491694206
1b,64,1,14,pca,5.0
1b,64,1,14,pr,6.133017189692347
1b,64,1,14,2nn,19.071711683014023
1b,64,1,15,mle,13.594182117335952
1b,64,1,15,pca,5.0
1b,64,1,15,pr,6.095530434247484
1b,64,1,15,2nn,18.862992982372017
1b,64,2,0,mle,16.93975600557153
1b,64,2,0,pca,8.0
1b,64,2,0,pr,32.465091441628815
1b,64,2,0,2nn,25.762634797812655
1b,64,2,1,mle,18.69093828844427
1b,64,2,1,pca,6.0
1b,64,2,1,pr,20.875233090832396
1b,64,2,1,2nn,29.285445347684032
1b,64,2,2,mle,18.5395687960881
1b,64,2,2,pca,5.0
1b,64,2,2,pr,16.127403558440953
1b,64,2,2,2nn,27.093027863817024
1b,64,2,3,mle,18.05163975666066
1b,64,2,3,pca,5.0
1b,64,2,3,pr,13.454760504263016
1b,64,2,3,2nn,24.52107510231135
1b,64,2,4,mle,17.56021560203722
1b,64,2,4,pca,5.0
1b,64,2,4,pr,12.02135002109952
1b,64,2,4,2nn,22.80216368291846
1b,64,2,5,mle,17.022094601194695
1b,64,2,5,pca,5.0
1b,64,2,5,pr,10.772585174739135
1b,64,2,5,2nn,21.469025119442843
1b,64,2,6,mle,16.539875630039848
1b,64,2,6,pca,5.0
1b,64,2,6,pr,9.891912941402895
1b,64,2,6,2nn,20.53414033092871
1b,64,2,7,mle,16.011290160703542
1b,64,2,7,pca,5.0
1b,64,2,7,pr,9.261546711138614
1b,64,2,7,2nn,19.73995973207479
1b,64,2,8,mle,15.534692350857538
1b,64,2,8,pca,5.0
1b,64,2,8,pr,8.710151935249316
1b,64,2,8,2nn,19.01395635537601
1b,64,2,9,mle,15.014770773911772
1b,64,2,9,pca,5.0
1b,64,2,9,pr,8.154709338104356
1b,64,2,9,2nn,18.459348798445323
1b,64,2,10,mle,14.56931083997886
1b,64,2,10,pca,5.0
1b,64,2,10,pr,7.664276128456865
1b,64,2,10,2nn,17.9486958782249
1b,64,2,11,mle,14.186936353135744
1b,64,2,11,pca,5.0
1b,64,2,11,pr,7.203771648895543
1b,64,2,11,2nn,17.58469903756995
1b,64,2,12,mle,13.873345073683117
1b,64,2,12,pca,5.0
1b,64,2,12,pr,6.826291201337125
1b,64,2,12,2nn,17.22511801211045
1b,64,2,13,mle,13.558831875507453
1b,64,2,13,pca,5.0
1b,64,2,13,pr,6.462087145434231
1b,64,2,13,2nn,16.970701919651486
1b,64,2,14,mle,13.270942460427287
1b,64,2,14,pca,5.0
1b,64,2,14,pr,6.163144301503285
1b,64,2,14,2nn,16.74695998040062
1b,64,2,15,mle,13.06882176397645
1b,64,2,15,pca,5.0
1b,64,2,15,pr,6.107039005882593
1b,64,2,15,2nn,16.537360500956144
1b,64,3,0,mle,13.608293800001311
1b,64,3,0,pca,9.0
1b,64,3,0,pr,33.85283829630434
1b,64,3,0,2nn,19.044685457948358
1b,64,3,1,mle,15.58006866225331
1b,64,3,1,pca,6.0
1b,64,3,1,pr,21.73229445853033
1b,64,3,1,2nn,23.477250235842014
1b,64,3,2,mle,15.94245131567
1b,64,3,2,pca,5.0
1b,64,3,2,pr,16.75535585938164
1b,64,3,2,2nn,22.66654843610958
1b,64,3,3,mle,15.825888458235672
1b,64,3,3,pca,5.0
1b,64,3,3,pr,13.932682860434738
1b,64,3,3,2nn,21.146965556994402
1b,64,3,4,mle,15.62981283385774
1b,64,3,4,pca,5.0
1b,64,3,4,pr,12.388901002749822
1b,64,3,4,2nn,19.785605915727018
1b,64,3,5,mle,15.310862758811568
1b,64,3,5,pca,5.0
1b,64,3,5,pr,11.060840911560273
1b,64,3,5,2nn,18.65260260998694
1b,64,3,6,mle,14.946756583772547
1b,64,3,6,pca,5.0
1b,64,3,6,pr,10.119642933950352
1b,64,3,6,2nn,17.79505220871849
1b,64,3,7,mle,14.585332121411126
1b,64,3,7,pca,5.0
1b,64,3,7,pr,9.44376075855545
1b,64,3,7,2nn,17.133107920249035
1b,64,3,8,mle,14.237325740677766
1b,64,3,8,pca,5.0
1b,64,3,8,pr,8.850975589711437
1b,64,3,8,2nn,16.60255982242794
1b,64,3,9,mle,13.840487952932952
1b,64,3,9,pca,5.0
1b,64,3,9,pr,8.262797137940645
1b,64,3,9,2nn,16.15113485532626
1b,64,3,10,mle,13.50217478756421
1b,64,3,10,pca,5.0
1b,64,3,10,pr,7.748352881224789
1b,64,3,10,2nn,15.808660493144114
1b,64,3,11,mle,13.187209191785024
1b,64,3,11,pca,5.0
1b,64,3,11,pr,7.265547769258702
1b,64,3,11,2nn,15.5902423210955
1b,64,3,12,mle,12.883425895859743
1b,64,3,12,pca,5.0
1b,64,3,12,pr,6.873349798147435
1b,64,3,12,2nn,15.37935203382524
1b,64,3,13,mle,12.619974779559085
1b,64,3,13,pca,5.0
1b,64,3,13,pr,6.49524687111996
1b,64,3,13,2nn,15.188634801977262
1b,64,3,14,mle,12.394496498675275
1b,64,3,14,pca,5.0
1b,64,3,14,pr,6.1862206862051705
1b,64,3,14,2nn,15.061903772995187
1b,64,3,15,mle,12.215426130506641
1b,64,3,15,pca,5.0
1b,64,3,15,pr,6.126429488896431
1b,64,3,15,2nn,14.943980623331681
1b,64,4,0,mle,12.310779024126555
1b,64,4,0,pca,8.0
1b,64,4,0,pr,32.464844280141136
1b,64,4,0,2nn,12.737669741680774
1b,64,4,1,mle,14.005604235443066
1b,64,4,1,pca,6.0
1b,64,4,1,pr,20.89223225678984
1b,64,4,1,2nn,17.285572579460165
1b,64,4,2,mle,14.429294022876821
1b,64,4,2,pca,5.0
1b,64,4,2,pr,16.13624737228419
1b,64,4,2,2nn,18.166722013013686
1b,64,4,3,mle,14.521378470660428
1b,64,4,3,pca,5.0
1b,64,4,3,pr,13.451284318264513
1b,64,4,3,2nn,17.335876869683467
1b,64,4,4,mle,14.502998080632771
