model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1.4b,0,2,8,pr,132.7337625544683
1.4b,0,2,8,2nn,21.599496089023354
1.4b,0,2,9,mle,19.361219063099742
1.4b,0,2,9,pca,180.0
1.4b,0,2,9,pr,131.12604302180813
1.4b,0,2,9,2nn,21.332964712241147
1.4b,0,2,10,mle,19.17349632962468
1.4b,0,2,10,pca,176.0
1.4b,0,2,10,pr,129.2779615979023
1.4b,0,2,10,2nn,21.076534939155838
1.4b,0,2,11,mle,18.980159394473723
1.4b,0,2,11,pca,174.0
1.4b,0,2,11,pr,127.49880146229488
1.4b,0,2,11,2nn,20.974764730578002
1.4b,0,2,12,mle,18.85840613857488
1.4b,0,2,12,pca,172.0
1.4b,0,2,12,pr,125.81670424178961
1.4b,0,2,12,2nn,20.852637023191598
1.4b,0,2,13,mle,18.710056351567264
1.4b,0,2,13,pca,172.0
1.4b,0,2,13,pr,124.40712524468871
1.4b,0,2,13,2nn,20.69672670706378
1.4b,0,2,14,mle,18.64557290306238
1.4b,0,2,14,pca,169.0
1.4b,0,2,14,pr,123.21381073883504
1.4b,0,2,14,2nn,20.605459478042047
1.4b,0,2,15,mle,18.528078936484164
1.4b,0,2,15,pca,169.0
1.4b,0,2,15,pr,122.15870658671686
1.4b,0,2,15,2nn,20.468889041598906
1.4b,0,2,16,mle,18.402566363077447
1.4b,0,2,16,pca,166.0
1.4b,0,2,16,pr,120.60232077743547
1.4b,0,2,16,2nn,20.40329595479461
1.4b,0,2,17,mle,18.30644406671405
1.4b,0,2,17,pca,163.0
1.4b,0,2,17,pr,119.52531088005256
1.4b,0,2,17,2nn,20.345005360339854
1.4b,0,2,18,mle,18.21510662896383
1.4b,0,2,18,pca,164.0
1.4b,0,2,18,pr,118.76679169250757
1.4b,0,2,18,2nn,20.28369497603479
1.4b,0,2,19,mle,18.146363357196307
1.4b,0,2,19,pca,162.0
1.4b,0,2,19,pr,118.11245307200394
1.4b,0,2,19,2nn,20.207684824773427
1.4b,0,2,20,mle,18.123996143709334
1.4b,0,2,20,pca,161.0
1.4b,0,2,20,pr,117.1134747621694
1.4b,0,2,20,2nn,20.13744783736309
1.4b,0,2,21,mle,18.06309165199164
1.4b,0,2,21,pca,160.0
1.4b,0,2,21,pr,116.214607568924
1.4b,0,2,21,2nn,20.142836350437637
1.4b,0,2,22,mle,17.987327679795943
1.4b,0,2,22,pca,159.0
1.4b,0,2,22,pr,115.4202573306335
1.4b,0,2,22,2nn,20.134694531334205
1.4b,0,2,23,mle,17.95755951610406
1.4b,0,2,23,pca,158.0
1.4b,0,2,23,pr,114.51502871263457
1.4b,0,2,23,2nn,20.050206030680656
1.4b,0,3,0,mle,18.335670615753394
1.4b,0,3,0,pca,164.0
1.4b,0,3,0,pr,121.14423497578018
1.4b,0,3,0,2nn,14.745927400420305
1.4b,0,3,1,mle,15.668780276656125
1.4b,0,3,1,pca,168.0
1.4b,0,3,1,pr,125.96009653915861
1.4b,0,3,1,2nn,15.643478363402176
1.4b,0,3,2,mle,13.99375431906891
1.4b,0,3,2,pca,172.0
1.4b,0,3,2,pr,123.80841748421217
1.4b,0,3,2,2nn,16.291566999360377
1.4b,0,3,3,mle,13.425760552097554
1.4b,0,3,3,pca,171.0
1.4b,0,3,3,pr,120.27782900848761
1.4b,0,3,3,2nn,16.443592567804597
1.4b,0,3,4,mle,13.196610277996852
1.4b,0,3,4,pca,166.0
1.4b,0,3,4,pr,117.01359252370729
1.4b,0,3,4,2nn,16.425639857603574
1.4b,0,3,5,mle,13.130713837744679
1.4b,0,3,5,pca,165.0
1.4b,0,3,5,pr,113.62148536173946
1.4b,0,3,5,2nn,16.400960629325144
1.4b,0,3,6,mle,13.069006295370098
1.4b,0,3,6,pca,161.0
1.4b,0,3,6,pr,111.03430589952892
1.4b,0,3,6,2nn,16.342810162690242
1.4b,0,3,7,mle,13.02492686507135
1.4b,0,3,7,pca,159.0
1.4b,0,3,7,pr,108.91542609375057
1.4b,0,3,7,2nn,16.27951209708621
1.4b,0,3,8,mle,13.014582602483161
1.4b,0,3,8,pca,156.0
1.4b,0,3,8,pr,107.01198586293502
1.4b,0,3,8,2nn,16.282306560384054
1.4b,0,3,9,mle,13.002371043061315
1.4b,0,3,9,pca,153.0
1.4b,0,3,9,pr,105.87366629155238
1.4b,0,3,9,2nn,16.24210273494645
1.4b,0,3,10,mle,12.98422198313874
1.4b,0,3,10,pca,150.0
1.4b,0,3,10,pr,104.29492574452361
1.4b,0,3,10,2nn,16.268118876796272
1.4b,0,3,11,mle,12.970683003593818
1.4b,0,3,11,pca,149.0
1.4b,0,3,11,pr,102.93003805335236
1.4b,0,3,11,2nn,16.243551007884363
1.4b,0,3,12,mle,12.971542224529054
1.4b,0,3,12,pca,148.0
1.4b,0,3,12,pr,101.70659097348474
1.4b,0,3,12,2nn,16.194518572756994
1.4b,0,3,13,mle,12.972424649378926
1.4b,0,3,13,pca,147.0
1.4b,0,3,13,pr,100.6189213699104
1.4b,0,3,13,2nn,16.143449247928114
1.4b,0,3,14,mle,12.970283676140314
1.4b,0,3,14,pca,147.0
1.4b,0,3,14,pr,99.70932033730043
1.4b,0,3,14,2nn,16.16350087549393
1.4b,0,3,15,mle,12.953239200800486
1.4b,0,3,15,pca,144.0
1.4b,0,3,15,pr,98.84046462106613
1.4b,0,3,15,2nn,16.12705439348042
1.4b,0,3,16,mle,12.965878161785852
1.4b,0,3,16,pca,143.0
1.4b,0,3,16,pr,97.91455628412436
1.4b,0,3,16,2nn,16.112613063141954
1.4b,0,3,17,mle,12.9734797190609
1.4b,0,3,17,pca,141.0
1.4b,0,3,17,pr,96.99181714313065
1.4b,0,3,17,2nn,16.130811246376727
1.4b,0,3,18,mle,12.96794284314634
1.4b,0,3,18,pca,140.0
1.4b,0,3,18,pr,96.23467254917281
1.4b,0,3,18,2nn,16.136161991216166
1.4b,0,3,19,mle,12.97663217521137
1.4b,0,3,19,pca,139.0
