model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1b,64,2,2,2nn,23.192613546558206
1b,64,2,3,mle,21.454937780767754
1b,64,2,3,pca,196.0
1b,64,2,3,pr,143.31008525261802
1b,64,2,3,2nn,22.404273875071393
1b,64,2,4,mle,20.19090723237966
1b,64,2,4,pca,191.0
1b,64,2,4,pr,136.35926977048013
1b,64,2,4,2nn,21.79076754082236
1b,64,2,5,mle,19.54227057465863
1b,64,2,5,pca,180.0
1b,64,2,5,pr,129.581866899711
1b,64,2,5,2nn,21.327291177017408
1b,64,2,6,mle,19.180277435624838
1b,64,2,6,pca,165.0
1b,64,2,6,pr,123.07467572021501
1b,64,2,6,2nn,20.97874450365117
1b,64,2,7,mle,18.970628133282876
1b,64,2,7,pca,150.0
1b,64,2,7,pr,116.34794313450577
1b,64,2,7,2nn,20.70194441479963
1b,64,2,8,mle,18.85143252790124
1b,64,2,8,pca,137.0
1b,64,2,8,pr,109.89135023839115
1b,64,2,8,2nn,20.457196753648194
1b,64,2,9,mle,18.80624455957595
1b,64,2,9,pca,124.0
1b,64,2,9,pr,102.30828915486563
1b,64,2,9,2nn,20.24307628091658
1b,64,2,10,mle,18.78102213675268
1b,64,2,10,pca,116.0
1b,64,2,10,pr,96.4833635023252
1b,64,2,10,2nn,19.96870138781884
1b,64,2,11,mle,18.790800374036603
1b,64,2,11,pca,107.0
1b,64,2,11,pr,90.08334676082782
1b,64,2,11,2nn,19.790446818863686
1b,64,2,12,mle,18.822893107347728
1b,64,2,12,pca,99.0
1b,64,2,12,pr,84.05711414971333
1b,64,2,12,2nn,19.573651528217603
1b,64,2,13,mle,18.85279376455574
1b,64,2,13,pca,92.0
1b,64,2,13,pr,78.52061605798733
1b,64,2,13,2nn,19.355014618610127
1b,64,2,14,mle,18.937900582369515
1b,64,2,14,pca,85.0
1b,64,2,14,pr,73.00240891953158
1b,64,2,14,2nn,19.15917582272064
1b,64,2,15,mle,19.025994145991998
1b,64,2,15,pca,78.0
1b,64,2,15,pr,68.63651929323504
1b,64,2,15,2nn,19.05788832155655
1b,64,3,0,mle,18.107200321155684
1b,64,3,0,pca,154.0
1b,64,3,0,pr,114.12349821350031
1b,64,3,0,2nn,15.364135063381147
1b,64,3,1,mle,15.528223554907152
1b,64,3,1,pca,167.0
1b,64,3,1,pr,122.64850366204354
1b,64,3,1,2nn,15.728341391608616
1b,64,3,2,mle,13.815412859767033
1b,64,3,2,pca,170.0
1b,64,3,2,pr,120.32009195038133
1b,64,3,2,2nn,16.213277396507976
1b,64,3,3,mle,13.354336126653283
1b,64,3,3,pca,170.0
1b,64,3,3,pr,115.96630756044091
1b,64,3,3,2nn,16.14736276945033
1b,64,3,4,mle,13.156002164271346
1b,64,3,4,pca,164.0
1b,64,3,4,pr,110.22238646754761
1b,64,3,4,2nn,16.200076069137364
1b,64,3,5,mle,13.049622948896564
1b,64,3,5,pca,154.0
1b,64,3,5,pr,105.09894018879561
1b,64,3,5,2nn,16.258457588157704
1b,64,3,6,mle,13.034244190125523
1b,64,3,6,pca,142.0
1b,64,3,6,pr,100.27829152231313
1b,64,3,6,2nn,16.26530529049048
1b,64,3,7,mle,13.104791812958375
1b,64,3,7,pca,131.0
1b,64,3,7,pr,95.45491326587023
1b,64,3,7,2nn,16.159832616387813
1b,64,3,8,mle,13.177611323018334
1b,64,3,8,pca,119.0
1b,64,3,8,pr,90.7766015574213
1b,64,3,8,2nn,16.081317571204778
1b,64,3,9,mle,13.257212401013344
1b,64,3,9,pca,110.0
1b,64,3,9,pr,85.30482002131136
1b,64,3,9,2nn,16.031971726362634
1b,64,3,10,mle,13.333644166323426
1b,64,3,10,pca,101.0
1b,64,3,10,pr,80.98380747031865
1b,64,3,10,2nn,15.959604834556314
1b,64,3,11,mle,13.421180506289552
1b,64,3,11,pca,95.0
1b,64,3,11,pr,76.3766547480982
1b,64,3,11,2nn,15.830679274139465
1b,64,3,12,mle,13.501454872109045
1b,64,3,12,pca,87.0
1b,64,3,12,pr,71.94125670228162
1b,64,3,12,2nn,15.706194085057907
1b,64,3,13,mle,13.607544738274367
1b,64,3,13,pca,81.0
1b,64,3,13,pr,67.74973971418237
1b,64,3,13,2nn,15.618447111495591
1b,64,3,14,mle,13.736243820566626
1b,64,3,14,pca,75.0
1b,64,3,14,pr,63.49767117677551
1b,64,3,14,2nn,15.536295524224318
1b,64,3,15,mle,13.868860290969273
1b,64,3,15,pca,71.0
