model_size,checkpoint_step,n_words_correlated,layer_num,method,id
160m,64,4,4,2nn,15.793917285110625
160m,64,4,5,mle,10.403237545089903
160m,64,4,5,pca,74.0
160m,64,4,5,pr,54.80290874589338
160m,64,4,5,2nn,15.407032549535886
160m,64,4,6,mle,10.45117209674989
160m,64,4,6,pca,63.0
160m,64,4,6,pr,48.09346587756387
160m,64,4,6,2nn,14.914697624709481
160m,64,4,7,mle,10.555332770503464
160m,64,4,7,pca,54.0
160m,64,4,7,pr,42.78141795772458
160m,64,4,7,2nn,14.434103432717706
160m,64,4,8,mle,10.668794306303045
160m,64,4,8,pca,49.0
160m,64,4,8,pr,38.142228790613935
160m,64,4,8,2nn,13.983491998375015
160m,64,4,9,mle,10.784565107397922
160m,64,4,9,pca,43.0
160m,64,4,9,pr,34.015390373686884
160m,64,4,9,2nn,13.588297463729415
160m,64,4,10,mle,10.880529563226284
160m,64,4,10,pca,41.0
160m,64,4,10,pr,31.253798944317165
160m,64,4,10,2nn,13.340644662004545
160m,64,4,11,mle,11.046492186847201
160m,64,4,11,pca,38.0
160m,64,4,11,pr,29.450659565079835
160m,64,4,11,2nn,13.141404812573256
160m,512,1,0,mle,37.242322743238354
160m,512,1,0,pca,87.0
160m,512,1,0,pr,80.12313514570288
160m,512,1,0,2nn,37.917764342578295
160m,512,1,1,mle,38.418353277716975
160m,512,1,1,pca,35.0
160m,512,1,1,pr,46.83177149803737
160m,512,1,1,2nn,38.73377001271292
160m,512,1,2,mle,35.306846271329945
160m,512,1,2,pca,67.0
160m,512,1,2,pr,64.50083104865634
160m,512,1,2,2nn,36.400209434609955
160m,512,1,3,mle,34.28470533066975
160m,512,1,3,pca,61.0
160m,512,1,3,pr,58.95270634561969
160m,512,1,3,2nn,36.13845202797266
160m,512,1,4,mle,34.39826118394695
160m,512,1,4,pca,51.0
160m,512,1,4,pr,52.01421523847343
160m,512,1,4,2nn,36.81708102386797
160m,512,1,5,mle,34.30658486564404
160m,512,1,5,pca,50.0
160m,512,1,5,pr,49.56406792760038
160m,512,1,5,2nn,36.72901531312174
